875;вариантов;вариант;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;874;nmod;_;@ad1994m-words#@ad1994m#728.983#729.397
876;уже;уже;ADV;_;Degree=Pos;873;advmod;_;@ad1994m-words#@ad1994m#729.397#729.811
877;/;/;PUNCT;_;_;878;punct;_;@ad1994m-words#@ad1994m#729.811#730.225
878;начиная;начинать;VERB;_;Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act;873;advcl;_;@ad1994m-words#@ad1994m#730.225#730.639
879;от;от;ADP;_;_;881;case;_;@ad1994m-words#@ad1994m#730.639#731.053
880;банального;банальный;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Sing;881;amod;_;@ad1994m-words#@ad1994m#731.053#731.467
881;обмана;обман;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;878;obl;_;@ad1994m-words#@ad1994m#731.467#731.881
882;/;/;PUNCT;_;_;883;punct;_;@ad1994m-words#@ad1994m#731.881#732.295
883;эээ;эээ;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;881;nmod;_;@ad1994m-words#@ad1994m#732.295#732.709
884;/;/;PUNCT;_;_;885;punct;_;@ad1994m-words#@ad1994m#732.709#733.123
885;типа;тип;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;883;nmod;_;@ad1994m-words#@ad1994m#733.123#733.537
886;/;/;PUNCT;_;_;888;punct;_;@ad1994m-words#@ad1994m#733.537#733.951
887;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;888;nsubj;_;@ad1994m-words#@ad1994m#733.951#734.365
888;вытащил;вытащить;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;873;conj;_;@ad1994m-words#@ad1994m#734.365#734.779
889;/;/;PUNCT;_;_;901;punct;_;@ad1994m-words#@ad1994m#734.779#735.193
890;ээ;ээ;INTJ;_;_;901;advmod;_;@ad1994m-words#@ad1994m#735.193#735.607
891;/;/;PUNCT;_;_;892;punct;_;@ad1994m-words#@ad1994m#735.607#736.021
892;заканчивая;заканчивать;VERB;_;Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act;890;advcl;_;@ad1994m-words#@ad1994m#736.021#736.435
893;там;там;ADV;_;Degree=Pos;892;advmod;_;@ad1994m-words#@ad1994m#736.435#736.849
894;какими-то;какой-то;DET;_;Case=Ins|Number=Plur;896;det;_;@ad1994m-words#@ad1994m#736.849#737.263
895;хитрыми;хитрый;ADJ;_;Case=Ins|Degree=Pos|Number=Plur;896;amod;_;@ad1994m-words#@ad1994m#737.263#737.677
896;махинациями;махинация;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur;892;obl;_;@ad1994m-words#@ad1994m#737.677#738.091
897;типа;тип;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;896;nmod;_;@ad1994m-words#@ad1994m#738.091#738.505
898;/;/;PUNCT;_;_;899;punct;_;@ad1994m-words#@ad1994m#738.505#738.919
899;ээ;ээ;INTJ;_;_;897;nmod;_;@ad1994m-words#@ad1994m#738.919#739.333
900;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;901;nsubj;_;@ad1994m-words#@ad1994m#739.333#739.747
901;сохраняю;сохранять;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;888;xcomp;_;@ad1994m-words#@ad1994m#739.747#740.161
902;свою;свой;DET;_;Case=Acc|Gender=Fem|Number=Sing;903;det;_;@ad1994m-words#@ad1994m#740.161#740.575
903;сперму;сперма;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;901;obj;_;@ad1994m-words#@ad1994m#740.575#740.989
904;в;в;ADP;_;_;905;case;_;@ad1994m-words#@ad1994m#740.989#741.403
905;колбочку;колбочка;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;901;obl;_;@ad1994m-words#@ad1994m#741.403#741.817
906;и;и;CCONJ;_;_;912;cc;_;@ad1994m-words#@ad1994m#741.817#742.231
907;когда;когда;SCONJ;_;_;908;mark;_;@ad1994m-words#@ad1994m#742.231#742.645
908;о...;о...;PROPN;_;Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing;912;advcl;_;@ad1994m-words#@ad1994m#742.645#743.059
909;/;/;PUNCT;_;_;912;punct;_;@ad1994m-words#@ad1994m#743.059#743.473
910;и;и;CCONJ;_;_;912;cc;_;@ad1994m-words#@ad1994m#743.473#743.887
911;потом;потом;ADV;_;Degree=Pos;912;advmod;_;@ad1994m-words#@ad1994m#743.887#744.301
912;говорю;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;901;conj;_;@ad1994m-words#@ad1994m#744.301#744.715
913;смотри;смотреть;VERB;_;Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act;912;xcomp;_;@ad1994m-words#@ad1994m#744.715#745.129
914;что;что;PRON;_;Case=Nom;922;nsubj;_;@ad1994m-words#@ad1994m#745.129#745.543
915;там;там;ADV;_;Degree=Pos;922;advmod;_;@ad1994m-words#@ad1994m#745.543#745.957
916;/;/;PUNCT;_;_;920;punct;_;@ad1994m-words#@ad1994m#745.957#746.371
917;и;и;CCONJ;_;_;920;cc;_;@ad1994m-words#@ad1994m#746.371#746.785
918;пока;пока;ADV;_;Degree=Pos;920;advmod;_;@ad1994m-words#@ad1994m#746.785#747.199
919;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;920;nsubj;_;@ad1994m-words#@ad1994m#747.199#747.613
920;отворачивается;отворачиваться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;922;parataxis;_;@ad1994m-words#@ad1994m#747.613#748.027
921;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;922;nsubj;_;@ad1994m-words#@ad1994m#748.027#748.441
922;пытаюсь;пытаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid;913;ccomp;_;@ad1994m-words#@ad1994m#748.441#748.855
923;через;через;ADP;_;_;930;case;_;@ad1994m-words#@ad1994m#748.855#749.269
924;/;/;PUNCT;_;_;925;punct;_;@ad1994m-words#@ad1994m#749.269#749.683
925;ээ;ээ;INTJ;_;_;928;parataxis;_;@ad1994m-words#@ad1994m#749.683#750.097
926;эту;этот;DET;_;Case=Acc|Gender=Fem|Number=Sing;925;det;_;@ad1994m-words#@ad1994m#750.097#750.511
927;/;/;PUNCT;_;_;925;punct;_;@ad1994m-words#@ad1994m#750.511#750.925
928;ээ;ээ;INTJ;_;_;930;obl;_;@ad1994m-words#@ad1994m#750.925#751.352
929;клизму;клизма;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing;928;iobj;_;@ad1994m-words#@ad1994m#754.0#754.325
930;маленькую;маленький;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;922;obl;_;@ad1994m-words#@ad1994m#754.325#754.65
931;ввести;ввести;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;930;xcomp;_;@ad1994m-words#@ad1994m#754.65#754.975
932;своё;свой;DET;_;Case=Acc|Gender=Neut|Number=Sing;933;det;_;@ad1994m-words#@ad1994m#754.975#755.3
933;семя;семя;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;931;obj;_;@ad1994m-words#@ad1994m#755.3#755.625
934;/;/;PUNCT;_;_;939;punct;_;@ad1994m-words#@ad1994m#755.625#755.95
935;но;но;CCONJ;_;_;939;cc;_;@ad1994m-words#@ad1994m#755.95#756.275
936;каждый;каждый;DET;_;Case=Acc|Gender=Masc|Number=Sing;937;det;_;@ad1994m-words#@ad1994m#756.275#756.6
937;раз;раз;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;939;obl;_;@ad1994m-words#@ad1994m#756.6#756.925
938;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;939;nsubj;_;@ad1994m-words#@ad1994m#756.925#757.25
939;ловит;ловить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;931;conj;_;@ad1994m-words#@ad1994m#757.25#757.575
940;меня;я;PRON;_;Case=Acc|Number=Sing|Person=1;939;obj;_;@ad1994m-words#@ad1994m#757.575#757.9
941;буквально;буквально;ADV;_;Degree=Pos;943;obl;_;@ad1994m-words#@ad1994m#757.9#758.225
942;за;за;ADP;_;_;943;case;_;@ad1994m-words#@ad1994m#758.225#758.55
943;руку;рука;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;939;obl;_;@ad1994m-words#@ad1994m#758.55#758.875
944;/;/;PUNCT;_;_;949;punct;_;@ad1994m-words#@ad1994m#758.875#759.2
945;и;и;CCONJ;_;_;949;cc;_;@ad1994m-words#@ad1994m#759.2#759.525
946;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;949;nsubj;_;@ad1994m-words#@ad1994m#759.525#759.85
947;уж;уж;PART;_;_;948;advmod;_;@ad1994m-words#@ad1994m#759.85#760.175
948;не;не;PART;_;_;949;advmod;_;@ad1994m-words#@ad1994m#760.175#760.5
949;знаю;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;939;conj;_;@ad1994m-words#@ad1994m#760.5#760.825
950;когда;когда;SCONJ;_;_;953;mark;_;@ad1994m-words#@ad1994m#760.825#761.15
951;у;у;ADP;_;_;952;case;_;@ad1994m-words#@ad1994m#761.15#761.475
952;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;953;obl;_;@ad1994m-words#@ad1994m#761.475#761.8
953;появятся;появиться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid;949;advcl;_;@ad1994m-words#@ad1994m#761.8#762.125
954;дети;ребенок;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;953;nsubj;_;@ad1994m-words#@ad1994m#762.125#762.45
955;/;/;PUNCT;_;_;953;punct;_;@ad1994m-words#@ad1994m#762.45#762.775
956;вообще;вообще;ADV;_;Degree=Pos;949;advmod;_;@ad1994m-words#@ad1994m#762.775#763.1
957;/;/;PUNCT;_;_;961;punct;_;@ad1994m-words#@ad1994m#763.1#763.425
958;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;961;nsubj;_;@ad1994m-words#@ad1994m#763.425#763.75
959;вот;вот;PART;_;_;960;advmod;_;@ad1994m-words#@ad1994m#763.75#764.075
960;щас;щы;ADV;_;Degree=Pos;961;advmod;_;@ad1994m-words#@ad1994m#764.075#764.4
961;думаю;думать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;949;ccomp;_;@ad1994m-words#@ad1994m#764.4#764.725
962;что;что;PRON;_;Case=Acc;961;obj;_;@ad1994m-words#@ad1994m#764.725#765.05
963;/;/;PUNCT;_;_;967;punct;_;@ad1994m-words#@ad1994m#765.05#765.375
964;как;как;SCONJ;_;_;967;mark;_;@ad1994m-words#@ad1994m#765.375#765.7
965;будто;будто;PART;_;_;964;fixed;_;@ad1994m-words#@ad1994m#765.7#766.025
966;бы;бы;PART;_;_;964;fixed;_;@ad1994m-words#@ad1994m#766.025#766.35
967;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;962;advcl;_;@ad1994m-words#@ad1994m#766.35#766.675
968;смысла;смысл;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;967;nsubj;_;@ad1994m-words#@ad1994m#766.675#767.0
969;заводить;заводить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;968;obl;_;@ad1994m-words#@ad1994m#767.0#767.325
970;детей;ребенок;NOUN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur;969;obj;_;@ad1994m-words#@ad1994m#767.325#767.65
971;именно;именно;PART;_;_;972;advmod;_;@ad1994m-words#@ad1994m#767.65#767.975
972;рожать;рожать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;969;xcomp;_;@ad1994m-words#@ad1994m#767.975#768.3
973;детей;ребенок;NOUN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur;972;obj;_;@ad1994m-words#@ad1994m#768.3#768.625
974;/;/;PUNCT;_;_;977;punct;_;@ad1994m-words#@ad1994m#768.625#768.95
975;потому;потому;ADV;_;Degree=Pos;977;mark;_;@ad1994m-words#@ad1994m#768.95#769.275
976;что;что;SCONJ;_;_;975;fixed;_;@ad1994m-words#@ad1994m#769.275#769.6
977;людей;человек;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur;972;obl;_;@ad1994m-words#@ad1994m#769.6#769.925
978;и;и;CCONJ;_;_;981;cc;_;@ad1994m-words#@ad1994m#769.925#770.25
979;так;так;ADV;_;Degree=Pos;981;advmod;_;@ad1994m-words#@ad1994m#770.25#770.575
980;очень;очень;ADV;_;Degree=Pos;981;advmod;_;@ad1994m-words#@ad1994m#770.575#770.9
981;много;много;ADV;_;Degree=Pos;977;conj;_;@ad1994m-words#@ad1994m#770.9#771.225
982;/;/;PUNCT;_;_;983;punct;_;@ad1994m-words#@ad1994m#771.225#771.55
983;ээ;ээ;X;_;Foreign=Yes;981;nsubj;_;@ad1994m-words#@ad1994m#771.55#771.875
984;и;и;CCONJ;_;_;986;cc;_;@ad1994m-words#@ad1994m#771.875#772.2
985;очень;очень;ADV;_;Degree=Pos;986;advmod;_;@ad1994m-words#@ad1994m#772.2#772.525
986;много;много;ADV;_;Degree=Pos;983;conj;_;@ad1994m-words#@ad1994m#772.525#772.85
987;детей;ребенок;NOUN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur;990;obj;_;@ad1994m-words#@ad1994m#772.85#773.175
988;которые;который;PRON;_;Case=Acc;990;nsubj;_;@ad1994m-words#@ad1994m#773.175#773.5
989;уже;уже;ADV;_;Degree=Pos;990;advmod;_;@ad1994m-words#@ad1994m#773.5#773.825
990;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;986;advcl;_;@ad1994m-words#@ad1994m#773.825#774.15
991;/;/;PUNCT;_;_;997;punct;_;@ad1994m-words#@ad1994m#774.15#774.475
992;ну;ну;PART;_;_;993;discourse;_;@ad1994m-words#@ad1994m#774.475#774.8
993;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;997;mark;_;@ad1994m-words#@ad1994m#774.8#775.125
994;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;993;fixed;_;@ad1994m-words#@ad1994m#775.125#775.45
995;которые;который;PRON;_;Case=Acc;997;obj;_;@ad1994m-words#@ad1994m#775.45#775.775
996;уже;уже;ADV;_;Degree=Pos;997;advmod;_;@ad1994m-words#@ad1994m#775.775#776.1
997;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;990;parataxis;_;@ad1994m-words#@ad1994m#776.1#776.425
998;/;/;PUNCT;_;_;1003;punct;_;@ad1994m-words#@ad1994m#776.425#776.75
999;и;и;CCONJ;_;_;1003;cc;_;@ad1994m-words#@ad1994m#776.75#777.075
1000;родители;родитель;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;1003;nsubj;_;@ad1994m-words#@ad1994m#777.075#777.4
1001;от;от;ADP;_;_;1002;case;_;@ad1994m-words#@ad1994m#777.4#777.725
1002;них;они;PRON;_;Case=Gen|Number=Plur|Person=3;1000;nmod;_;@ad1994m-words#@ad1994m#777.725#778.05
1003;отказались;отказаться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid;997;conj;_;@ad1994m-words#@ad1994m#778.05#778.375
1004;потому;потому;ADV;_;Degree=Pos;1008;mark;_;@ad1994m-words#@ad1994m#778.375#778.7
1005;что;что;SCONJ;_;_;1004;fixed;_;@ad1994m-words#@ad1994m#778.7#779.025
1006;им;они;PRON;_;Case=Dat|Number=Plur|Person=3;1008;iobj;_;@ad1994m-words#@ad1994m#779.025#779.35
1007;не;не;PART;_;_;1008;advmod;_;@ad1994m-words#@ad1994m#779.35#779.675
1008;понравились;понравиться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid;1003;advcl;_;@ad1994m-words#@ad1994m#779.675#780.0
1009;эти;этот;DET;_;Case=Nom|Number=Plur;1010;det;_;@ad1994m-words#@ad1994m#780.0#780.325
1010;дети;ребенок;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;1008;nsubj;_;@ad1994m-words#@ad1994m#780.325#780.65
1011;по;по;ADP;_;_;1015;case;_;@ad1994m-words#@ad1994m#780.65#780.975
1012;той;тот;DET;_;Case=Dat|Gender=Fem|Number=Sing;1015;det;_;@ad1994m-words#@ad1994m#780.975#781.3
1013;или;или;CCONJ;_;_;1014;cc;_;@ad1994m-words#@ad1994m#781.3#781.625
1014;иной;иной;ADJ;_;Case=Dat|Degree=Pos|Gender=Fem|Number=Sing;1012;conj;_;@ad1994m-words#@ad1994m#781.625#781.95
1015;причине;причина;NOUN;_;Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing;1008;obl;_;@ad1994m-words#@ad1994m#781.95#782.275
1016;и;и;CCONJ;_;_;1028;cc;_;@ad1994m-words#@ad1994m#782.275#782.6
1017;/;/;PUNCT;_;_;1028;punct;_;@ad1994m-words#@ad1994m#782.6#782.925
1018;и;и;CCONJ;_;_;1028;cc;_;@ad1994m-words#@ad1994m#782.925#783.25
1019;ты;ты;PRON;_;Case=Nom|Number=Sing|Person=2;1028;nsubj;_;@ad1994m-words#@ad1994m#783.25#783.575
1020;и;и;CCONJ;_;_;1021;cc;_;@ad1994m-words#@ad1994m#783.575#783.9
1021;т...;т...;PROPN;_;Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing;1019;conj;_;@ad1994m-words#@ad1994m#783.9#784.225
1022;ты;ты;PRON;_;Case=Nom|Number=Sing|Person=2;1024;nsubj;_;@ad1994m-words#@ad1994m#784.225#784.55
1023;вот;вот;PART;_;_;1024;advmod;_;@ad1994m-words#@ad1994m#784.55#784.875
1024;знаешь;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;1025;parataxis;_;@ad1994m-words#@ad1994m#784.875#785.2
1025;что;что;PRON;_;Case=Acc;1028;obj;_;@ad1994m-words#@ad1994m#785.2#785.525
1026;эти;этот;DET;_;Case=Nom|Number=Plur;1027;det;_;@ad1994m-words#@ad1994m#785.525#785.85
1027;дети;ребенок;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;1028;nsubj;_;@ad1994m-words#@ad1994m#785.85#786.175
1028;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;1015;conj;_;@ad1994m-words#@ad1994m#786.175#786.5
1029;/;/;PUNCT;_;_;1033;punct;_;@ad1994m-words#@ad1994m#786.5#786.825
1030;и;и;CCONJ;_;_;1033;cc;_;@ad1994m-words#@ad1994m#786.825#787.15
1031;что;что;SCONJ;_;_;1033;mark;_;@ad1994m-words#@ad1994m#787.15#787.475
1032;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;1033;nsubj;_;@ad1994m-words#@ad1994m#787.475#787.8
1033;несчастны;несчастный;ADJ;_;Degree=Pos|Number=Plur|Variant=Short;1028;conj;_;@ad1994m-words#@ad1994m#787.8#788.125
1034;/;/;PUNCT;_;_;1039;punct;_;@ad1994m-words#@ad1994m#788.125#788.45
1035;и;и;CCONJ;_;_;1039;cc;_;@ad1994m-words#@ad1994m#788.45#788.775
1036;что;что;PRON;_;Case=Nom;1039;nsubj;_;@ad1994m-words#@ad1994m#788.775#789.1
1037;им;он;PRON;_;Case=Dat|Number=Plur|Person=3;1039;iobj;_;@ad1994m-words#@ad1994m#789.1#789.425
1038;очень;очень;ADV;_;Degree=Pos;1039;obl;_;@ad1994m-words#@ad1994m#789.425#789.75
1039;нужна;нужный;ADJ;_;Degree=Pos|Gender=Fem|Number=Sing|Variant=Short;1033;conj;_;@ad1994m-words#@ad1994m#789.75#790.075
1040;семья;семья;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;1039;nsubj;_;@ad1994m-words#@ad1994m#790.075#790.4
1041;/;/;PUNCT;_;_;1044;punct;_;@ad1994m-words#@ad1994m#790.4#790.725
1042;а;а;CCONJ;_;_;1044;cc;_;@ad1994m-words#@ad1994m#790.725#791.05
1043;тебе;ты;PRON;_;Case=Dat|Number=Sing|Person=2;1044;iobj;_;@ad1994m-words#@ad1994m#791.05#791.375
1044;нужен;нужный;ADJ;_;Degree=Pos|Gender=Masc|Number=Sing|Variant=Short;1033;conj;_;@ad1994m-words#@ad1994m#791.375#791.7
1045;ребёнок;ребёнка;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;1080;nsubj;_;@ad1994m-words#@ad1994m#791.7#792.025
1046;/;/;PUNCT;_;_;1049;punct;_;@ad1994m-words#@ad1994m#792.025#792.35
1047;и;и;CCONJ;_;_;1049;cc;_;@ad1994m-words#@ad1994m#792.35#792.675
1048;ты;ты;PRON;_;Case=Nom|Number=Sing|Person=2;1049;nsubj;_;@ad1994m-words#@ad1994m#792.675#793.0
1049;смотришь;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;1080;advcl;_;@ad1994m-words#@ad1994m#793.0#793.325
1050;на;на;ADP;_;_;1052;case;_;@ad1994m-words#@ad1994m#793.325#793.65
1051;этих;этот;DET;_;Case=Acc|Number=Plur;1052;det;_;@ad1994m-words#@ad1994m#793.65#793.975
1052;детей;ребенок;NOUN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur;1049;obl;_;@ad1994m-words#@ad1994m#793.975#794.3
1053;и;и;CCONJ;_;_;1059;cc;_;@ad1994m-words#@ad1994m#794.3#794.625
1054;такой;такой;DET;_;Case=Nom|Gender=Masc|Number=Sing;1055;det;_;@ad1994m-words#@ad1994m#794.625#794.95
1055;/;/;PUNCT;_;_;1059;punct;_;@ad1994m-words#@ad1994m#794.95#795.275
1056;ну;ну;PART;_;_;1057;discourse;_;@ad1994m-words#@ad1994m#795.275#795.6
1057;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;1059;nsubj;_;@ad1994m-words#@ad1994m#795.6#795.925
1058;не;не;PART;_;_;1059;advmod;_;@ad1994m-words#@ad1994m#795.925#796.25
1059;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;1080;mark;_;@ad1994m-words#@ad1994m#796.25#796.575
1060;/;/;PUNCT;_;_;1063;punct;_;@ad1994m-words#@ad1994m#796.575#796.9
1061;#смех#;#смех#;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;1063;obl;_;@ad1994m-words#@ad1994m#796.9#797.225
1062;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;1063;nsubj;_;@ad1994m-words#@ad1994m#797.225#797.55
1063;хочу;хотеть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;1059;acl;_;@ad1994m-words#@ad1994m#797.55#797.875
1064;чтобы;чтобы;SCONJ;_;Mood=Cnd;1066;mark;_;@ad1994m-words#@ad1994m#797.875#798.2
1065;человек;человек;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;1066;nsubj;_;@ad1994m-words#@ad1994m#798.2#798.525
1066;вышел;выйти;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;1073;advcl;_;@ad1994m-words#@ad1994m#798.525#798.85
1067;из;из;ADP;_;_;1068;case;_;@ad1994m-words#@ad1994m#798.85#799.175
1068;вагины;вагина;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;1066;obl;_;@ad1994m-words#@ad1994m#799.175#799.5
1069;женщины;женщина;NOUN;_;Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing;1068;nmod;_;@ad1994m-words#@ad1994m#799.5#799.825
1070;с;с;ADP;_;_;1071;case;_;@ad1994m-words#@ad1994m#799.825#800.15
1071;которой;который;PRON;_;Case=Gen;1069;nmod;_;@ad1994m-words#@ad1994m#800.15#800.475
1072;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;1073;nsubj;_;@ad1994m-words#@ad1994m#800.475#800.8
1073;живу;жить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;1063;ccomp;_;@ad1994m-words#@ad1994m#800.8#801.125
1074;/;/;PUNCT;_;_;1080;punct;_;@ad1994m-words#@ad1994m#801.125#801.45
1075;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;1080;nsubj;_;@ad1994m-words#@ad1994m#801.45#801.775
1076;как;как;ADV;_;Degree=Pos;1080;advmod;_;@ad1994m-words#@ad1994m#801.775#802.1
1077;будто;будто;PART;_;_;1076;fixed;_;@ad1994m-words#@ad1994m#802.1#802.425
1078;бы;бы;PART;_;_;1076;fixed;_;@ad1994m-words#@ad1994m#802.425#802.75
1079;даже;даже;PART;_;_;1080;advmod;_;@ad1994m-words#@ad1994m#802.75#803.075
1080;что-то;что-то;PRON;_;Case=Nom;1044;nsubj;_;@ad1994m-words#@ad1994m#803.075#803.4
1081;извращенское;извращенский;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;1080;amod;_;@ad1994m-words#@ad1994m#803.4#803.78
